ticker,setup_signals,horizon,support_is,support_oos,mu_is,std_is,p_long_is,mu_oos,hit_rate_oos,mae_oos,brier_oos,logloss_oos,ci68_cov_oos,drift_z,objectives,rank,crowding_distance
MSFT US Equity,[np.str_('SIG_04381')],1,280,115,0.0005883930313951144,0.017621543120362838,0.55,0.0021053858212948303,0.5565217391304348,0.007609338962825304,0.24684782608695655,0.6868300917866614,0.8173913043478261,0.08608739765513114,"(0.5565217391304348, -0.007609338962825304, 280.0)",1,inf
