rank,crowding_distance,ticker,setup_signals,horizon,support_is,support_oos,mu_is,p_long_is,mu_oos,acc_oos,tstat_oos,obj_acc,obj_tstat,obj_support_is,obj_diversity
1,inf,QQQ US Equity,SIG_02797,10,174,59,0.026957430959309,0.8103448275862069,0.03537318249599396,0.8813559322033898,8.758932536684366,0.8813559322033898,8.758932536684366,174.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
1,inf,GOOGL US Equity,SIG_05147,5,439,216,0.0057160259208447715,0.5968109339407744,0.008826487318345773,0.625,3.3298206286884207,0.625,3.3298206286884207,439.0,0.1
