rank,crowding_distance,ticker,setup_signals,horizon,support_is,support_oos,mu_is,p_long_is,mu_oos,acc_oos,tstat_oos,obj_acc,obj_tstat,obj_support_is,obj_diversity
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
1,inf,QQQ US Equity,SIG_02765|SIG_02789,10,106,18,0.013266029560653187,0.839622641509434,0.06134307262249797,1.0,21.896734309215518,1.0,21.896734309215518,106.0,0.1
