setup_id,ticker,direction,base_ev,meta_ev,ev_improvement,ev_improvement_pct,base_sharpe,meta_sharpe,sharpe_improvement,base_dd,meta_dd,dd_improvement,retention_rate,model_accuracy
AAPL US Equity_long_SIG_001_SIG_002,AAPL US Equity,long,-7.713327555961684,61.90461710262853,69.61794465859022,902.5669421335806,-1.195796810735932,12.632466049068361,13.828262859804292,13029.578657297981,4563388.5104195485,-4550358.93176225,0.34,0.76
