setup_id,ticker,direction,status,error_message,base_expected_value,base_sharpe,base_max_drawdown,base_trade_count,meta_expected_value,meta_sharpe,meta_max_drawdown,meta_trade_count,ev_improvement,sharpe_improvement,dd_improvement,model_accuracy,model_precision,model_recall,model_f1,model_calibration,trade_retention_rate,trade_reduction
AAPL US Equity_long_SIG_001_SIG_002,AAPL US Equity,long,trained,,-7.713327555961684,-1.195796810735932,13029.578657297981,50,61.90461710262853,12.632466049068361,4563388.5104195485,17,69.61794465859022,13.828262859804292,-4550358.93176225,0.76,0.8235294117647058,0.6086956521739131,0.7,0.9030296362278483,0.34,33
